source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,minus_log10_p,GeneRatio,FoldEnrichment
GO:CC,GO:0005769,early endosome,1.8883817729880025e-06,True,"""A membrane-bounded organelle that receives incoming material from primary endocytic vesicles that have been generated by clathrin-dependent and clathrin-independent endocytosis; vesicles fuse with the early endosome to deliver cargo for sorting into recycling or degradation pathways."" [GOC:mah, NIF_Subcellular:nlx_subcell_20090701, PMID:19696797]",434,187,17,22155,0.09090909090909091,0.03917050691244239,query_1,['GO:0005768'],5.723910200111644,0.09090909090909091,0.03917050691244239
GO:BP,GO:0071453,cellular response to oxygen levels,1.914465030904193e-06,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting the presence, absence, or concentration of oxygen."" [GOC:mah]",159,188,11,20972,0.05851063829787234,0.06918238993710692,query_1,"['GO:0070482', 'GO:0070887']",5.717952561948336,0.05851063829787234,0.06918238993710692
GO:BP,GO:0071677,positive regulation of mononuclear cell migration,1.914465030904193e-06,True,"""Any process that increases the rate, frequency or extent of mononuclear cell migration. Mononuclear cell migration is the movement of a mononuclear cell within or between different tissues and organs of the body."" [GOC:mah]",96,188,9,20972,0.047872340425531915,0.09375,query_1,"['GO:0002687', 'GO:0071674', 'GO:0071675']",5.717952561948336,0.047872340425531915,0.09375
GO:BP,GO:2000241,regulation of reproductive process,1.9958639123590816e-06,True,"""Any process that modulates the frequency, rate or extent of reproductive process."" [GOC:mah]",196,188,12,20972,0.06382978723404255,0.061224489795918366,query_1,"['GO:0022414', 'GO:0050789']",5.6998690743344165,0.06382978723404255,0.061224489795918366
GO:BP,GO:1990384,hyaloid vascular plexus regression,1.9958639123590816e-06,True,"""The developmental process in which the hyaloid vascular plexus is destroyed as a part of its normal progression."" [GOC:hjd, PMID:18841878]",7,188,4,20972,0.02127659574468085,0.5714285714285714,query_1,"['GO:0043010', 'GO:0060033']",5.6998690743344165,0.02127659574468085,0.5714285714285714
GO:BP,GO:0002700,regulation of production of molecular mediator of immune response,1.9958639123590816e-06,True,"""Any process that modulates the frequency, rate, or extent of the production of molecular mediator of immune response."" [GOC:add]",196,188,12,20972,0.06382978723404255,0.061224489795918366,query_1,"['GO:0002440', 'GO:0002697', 'GO:0010468']",5.6998690743344165,0.06382978723404255,0.061224489795918366
GO:BP,GO:0015793,glycerol transmembrane transport,1.9958639123590816e-06,True,"""The directed movement of glycerol across a membrane. Glycerol is 1,2,3-propanetriol, a sweet, hygroscopic, viscous liquid, widely distributed in nature as a constituent of many lipids."" [GOC:ai]",7,188,4,20972,0.02127659574468085,0.5714285714285714,query_1,"['GO:0015791', 'GO:0034219']",5.6998690743344165,0.02127659574468085,0.5714285714285714
GO:CC,GO:0042734,presynaptic membrane,2.0097817329234523e-06,True,"""A specialized area of membrane of the axon terminal that faces the plasma membrane of the neuron or muscle fiber with which the axon terminal establishes a synaptic junction; many synaptic junctions exhibit structural presynaptic characteristics, such as conical, electron-dense internal protrusions, that distinguish it from the remainder of the axon plasma membrane."" [GOC:jl, ISBN:0815316194]",168,187,11,22155,0.058823529411764705,0.06547619047619048,query_1,"['GO:0097060', 'GO:0098793']",5.696851105432281,0.058823529411764705,0.06547619047619048
GO:CC,GO:0030141,secretory granule,2.0097817329234523e-06,True,"""A small subcellular vesicle, surrounded by a membrane, that is formed from the Golgi apparatus and contains a highly concentrated protein destined for secretion. Secretory granules move towards the periphery of the cell and upon stimulation, their membranes fuse with the cell membrane, and their protein load is exteriorized. Processing of the contained protein may take place in secretory granules."" [GOC:mah, ISBN:0198506732]",906,187,25,22155,0.13368983957219252,0.02759381898454746,query_1,"['GO:0012505', 'GO:0099503']",5.696851105432281,0.13368983957219252,0.02759381898454746
GO:CC,GO:0098984,neuron to neuron synapse,2.018833659367803e-06,True,"""A synapse in which pre and post-synaptic cells are neurons."" [GOC:dos]",387,187,16,22155,0.0855614973262032,0.041343669250646,query_1,['GO:0045202'],5.694899463025017,0.0855614973262032,0.041343669250646
GO:BP,GO:0003014,renal system process,2.0652550871283816e-06,True,"""An organ system process carried out by any of the organs or tissues of the renal system. The renal system maintains fluid balance, and contributes to electrolyte balance, acid/base balance, and disposal of nitrogenous waste products. In humans, the renal system comprises a pair of kidneys, a pair of ureters, urinary bladder, urethra, sphincter muscle and associated blood vessels; in other species, the renal system may comprise related structures (e.g., nephrocytes and malpighian tubules in Drosophila)."" [GOC:cjm, GOC:mtg_cardio, GOC:mtg_kidney_jan10]",127,188,10,20972,0.05319148936170213,0.07874015748031496,query_1,['GO:0003008'],5.6850262994117555,0.05319148936170213,0.07874015748031496
GO:BP,GO:0009408,response to heat,2.071966496761467e-06,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a heat stimulus, a temperature stimulus above the optimal temperature for that organism."" [GOC:lr]",97,188,9,20972,0.047872340425531915,0.09278350515463918,query_1,"['GO:0006950', 'GO:0009266']",5.683617271315442,0.047872340425531915,0.09278350515463918
GO:CC,GO:0070161,anchoring junction,2.112722666248837e-06,True,"""A cell junction that mechanically attaches a cell (and its cytoskeleton) to neighboring cells or to the extracellular matrix."" [ISBN:0815332181]",911,187,25,22155,0.13368983957219252,0.027442371020856202,query_1,['GO:0030054'],5.675157508353607,0.13368983957219252,0.027442371020856202
WP,WP:WP5426,HDAC6 interactions in the central nervous system,2.121403308715717e-06,True,HDAC6 interactions in the central nervous system,112,169,13,8899,0.07692307692307693,0.11607142857142858,query_1,['WP:000000'],5.673376758122293,0.07692307692307693,0.11607142857142858
GO:MF,GO:0008324,monoatomic cation transmembrane transporter activity,2.1749562631524373e-06,True,"""Enables the transfer of cation from one side of a membrane to the other."" [GOC:dgf, GOC:mtg_transport, ISBN:0815340729]",656,186,23,20208,0.12365591397849462,0.0350609756097561,query_1,['GO:0015075'],5.662549471979475,0.12365591397849462,0.0350609756097561
GO:MF,GO:0044877,protein-containing complex binding,2.1749562631524373e-06,True,"""Binding to a macromolecular complex."" [GOC:jl]",1252,186,33,20208,0.1774193548387097,0.026357827476038338,query_1,['GO:0005488'],5.662549471979475,0.1774193548387097,0.026357827476038338
GO:CC,GO:0042383,sarcolemma,2.198475274724579e-06,True,"""The outer membrane of a muscle cell, consisting of the plasma membrane, a covering basement membrane (about 100 nm thick and sometimes common to more than one fiber), and the associated loose network of collagen fibers."" [ISBN:0198506732]",135,187,10,22155,0.053475935828877004,0.07407407407407407,query_1,['GO:0005886'],5.657878414334046,0.053475935828877004,0.07407407407407407
WP,WP:WP1984,Integrated breast cancer pathway,2.1987434536564207e-06,True,Integrated breast cancer pathway,153,169,15,8899,0.08875739644970414,0.09803921568627451,query_1,['WP:000000'],5.657825440562396,0.08875739644970414,0.09803921568627451
GO:BP,GO:0010758,regulation of macrophage chemotaxis,2.1992355437122987e-06,True,"""Any process that modulates the rate, frequency or extent of macrophage chemotaxis. Macrophage chemotaxis is the movement of a macrophage in response to an external stimulus."" [GOC:BHF, GOC:dph, GOC:tb]",30,188,6,20972,0.031914893617021274,0.2,query_1,"['GO:0002688', 'GO:0048246', 'GO:1905521']",5.657728254106123,0.031914893617021274,0.2
KEGG,KEGG:05010,Alzheimer disease,2.3256343004792323e-06,True,Alzheimer disease,386,156,23,8716,0.14743589743589744,0.05958549222797927,query_1,['KEGG:00000'],5.633458575837301,0.14743589743589744,0.05958549222797927
GO:BP,GO:0001101,response to acid chemical,2.379303330690008e-06,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus by the chemical structure of the anion portion of a dissociated acid (rather than the acid acting as a proton donor). The acid chemical may be in gaseous, liquid or solid form."" [GOC:go_curators, GOC:rn]",129,188,10,20972,0.05319148936170213,0.07751937984496124,query_1,['GO:0042221'],5.623550187451068,0.05319148936170213,0.07751937984496124
GO:BP,GO:0002548,monocyte chemotaxis,2.3955408638934e-06,True,"""The movement of a monocyte in response to an external stimulus."" [GOC:add, PMID:11696603, PMID:15173832]",49,188,7,20972,0.03723404255319149,0.14285714285714285,query_1,"['GO:0030595', 'GO:0071674', 'GO:0097529']",5.620596416410075,0.03723404255319149,0.14285714285714285
WP,WP:WP1539,Angiogenesis,2.421381938538089e-06,True,Angiogenesis,24,169,7,8899,0.04142011834319527,0.2916666666666667,query_1,['WP:000000'],5.615936701381599,0.04142011834319527,0.2916666666666667
KEGG,KEGG:04010,MAPK signaling pathway,2.4480413558780575e-06,True,MAPK signaling pathway,300,156,20,8716,0.1282051282051282,0.06666666666666667,query_1,['KEGG:00000'],5.611181249729938,0.1282051282051282,0.06666666666666667
KEGG,KEGG:05210,Colorectal cancer,2.4482872434489295e-06,True,Colorectal cancer,87,156,11,8716,0.07051282051282051,0.12643678160919541,query_1,['KEGG:00000'],5.611137630265631,0.07051282051282051,0.12643678160919541
KEGG,KEGG:05215,Prostate cancer,2.4482872434489295e-06,True,Prostate cancer,106,156,12,8716,0.07692307692307693,0.11320754716981132,query_1,['KEGG:00000'],5.611137630265631,0.07692307692307693,0.11320754716981132
WP,WP:WP3863,T cell antigen receptor TCR pathway during Staphylococcus aureus infection,2.4589907898576425e-06,True,T cell antigen receptor TCR pathway during Staphylococcus aureus infection,62,169,10,8899,0.05917159763313609,0.16129032258064516,query_1,['WP:000000'],5.609243097906868,0.05917159763313609,0.16129032258064516
GO:CC,GO:0098982,GABA-ergic synapse,2.5403483600411113e-06,True,"""A synapse that uses GABA as a neurotransmitter. These synapses are typically inhibitory."" [GOC:dos]",105,187,9,22155,0.0481283422459893,0.08571428571428572,query_1,['GO:0045202'],5.595106724139992,0.0481283422459893,0.08571428571428572
GO:BP,GO:0001936,regulation of endothelial cell proliferation,2.5492170957922006e-06,True,"""Any process that modulates the frequency, rate, or extent of endothelial cell proliferation."" [GOC:add]",130,188,10,20972,0.05319148936170213,0.07692307692307693,query_1,"['GO:0001935', 'GO:0050678']",5.593593177677139,0.05319148936170213,0.07692307692307693
GO:BP,GO:0006979,response to oxidative stress,2.6048587157998546e-06,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of oxidative stress, a state often resulting from exposure to high levels of reactive oxygen species, e.g. superoxide anions, hydrogen peroxide (H2O2), and hydroxyl radicals."" [GOC:jl, PMID:12115731]",374,188,16,20972,0.0851063829787234,0.0427807486631016,query_1,['GO:0006950'],5.5842158273020726,0.0851063829787234,0.0427807486631016
GO:BP,GO:0007596,blood coagulation,2.633082228059036e-06,True,"""The sequential process in which the multiple coagulation factors of the blood interact, ultimately resulting in the formation of an insoluble fibrin clot; it may be divided into three stages: stage 1, the formation of intrinsic and extrinsic prothrombin converting principle; stage 2, the formation of thrombin; stage 3, the formation of stable fibrin polymers."" [PMID:30700128]",241,188,13,20972,0.06914893617021277,0.05394190871369295,query_1,"['GO:0007599', 'GO:0042060', 'GO:0050817']",5.57953557817662,0.06914893617021277,0.05394190871369295
GO:BP,GO:0097194,execution phase of apoptosis,2.6876286015580166e-06,True,"""A stage of the apoptotic process that starts with the controlled breakdown of the cell through the action of effector caspases or other effector molecules (e.g. cathepsins, calpains etc.). Key steps of the execution phase are rounding-up of the cell, retraction of pseudopodes, reduction of cellular volume (pyknosis), chromatin condensation, nuclear fragmentation (karyorrhexis), plasma membrane blebbing and fragmentation of the cell into apoptotic bodies. When the execution phase is completed, the cell has died."" [GOC:mtg_apoptosis, PMID:21760595]",73,188,8,20972,0.0425531914893617,0.1095890410958904,query_1,"['GO:0006915', 'GO:0009987']",5.570630745825818,0.0425531914893617,0.1095890410958904
GO:BP,GO:0031099,regeneration,2.7184929914962825e-06,True,"""The regrowth of a lost or destroyed body part, such as an organ or tissue. This process may occur via renewal, repair, and/or growth alone (i.e. increase in size or mass)."" [GOC:mah, GOC:pr]",165,188,11,20972,0.05851063829787234,0.06666666666666667,query_1,['GO:0048856'],5.565671782308551,0.05851063829787234,0.06666666666666667
WP,WP:WP3932,Focal adhesion PI3K Akt mTOR signaling,2.719428405516194e-06,True,Focal adhesion PI3K Akt mTOR signaling,302,169,21,8899,0.1242603550295858,0.0695364238410596,query_1,['WP:000000'],5.56552237038385,0.1242603550295858,0.0695364238410596
